,text,score,softmax_score
67,"New Learning Management System introduced in 2021 based on employee feedback, improving the discoverability of available learning content and the efficiency of internal learning at Chegg.",0.18630647659301758,0.5140355229377747
68,"Educational assistance and tuition reimbursement programs to support global employees as continuous learners with funds available for programs, classes, books, conferences, and workshops that are business or job related",0.24121522903442383,0.5409412980079651
69,"Cheggs Ambassador Program is designed to equip and empower every global employee to instill an inclusive and diverse workplace culture. Upon completion of the Ambassador Program, employees earn a digital badge.",0.19059979915618896,0.5369922518730164
70,Performance Conversations are expected to occur between each global employee and their manager during each performance cycle (6 12 months) and ongoing feedback throughout the year allows for continued learning and development.,0.2491515576839447,0.5397217273712158
71,"The health and safety of our employees and their families is a top priority. After closing our offices in 2020 due to COVID 19 and making sure employees were equipped to work productively from home, we implemented a broad array of incremental benefits, programs, events, vacation time, and some fun functional swag to make a tough situation a little more manageable. Examples include:",0.23743277788162231,0.5017169713973999
72,Home office reimbursements Childcare reimbursements Virtual fitness and meditation classes Enhanced our student loan repayment program Expanded access to mental health services Introduced access to substance abuse services,0.17579811811447144,0.5170689821243286
73,"Chegg offers an array of wellness and personal development programs including, but not limited to:",0.07129596918821335,0.5101965069770813
74,"Health benefits Tuition Reimbursement Mental Health Support Childcare Credits and Tools Paid Parental Leave In 2021, over 8 of employees were participants in our student debt repayment program In a global employee engagement survey, 92 of employees said that they feel supported to make use of flexible working arrangements",0.278769850730896,0.5346533060073853
75,"Source: Results reflect a global employee engagement survey conducted by Culture Amp in September 2020. Respondent base (n1,208) among approximately 1,243 invites. Survey responses are not a guarantee of any particular results as individual experiences may vary.",0.3773341774940491,0.552419126033783
76,Flexible PTO Professional Leadership Coaching Student Debt Repayment Employee Stock Purchase Plan Ergonomic Workplace Design Musical performances from award winning artists,0.20900103449821472,0.5441550612449646
77,"AMAs (ask me anything) with CEOs, world famous actors and athletes, and leaders of prestigious non profits.",0.08659130334854126,0.5036642551422119
78,Virtual cooking demos with award winning chefs and hands on activities such as paint class and crafting,0.07271692156791687,0.5439597368240356
79,"We use annual employee surveys to identify areas in which we are doing well and look for ways to be better and identify areas of opportunities to improve. Employees have other formal and informal forums to voice opinions, including performance reviews with their managers, AMAs with leaders across the business, ERG events throughout the year, Cheggs ethics counselor hotline, and our compliance hotline. See ESG Disclosures section of this report for recent feedback from our employees.",0.14482064545154572,0.5003761053085327
80,"Chegg has won 17 best workplace awards from Comparably s 2021 lists, including:",0.14945031702518463,0.510897159576416
81,Best Company to Work for in the Bay Area Best Global Culture Best Company Outlook Best Company for Work Life Balance Best Company for Diversity Best Company for Women Best CEO Best Company Happiness Best Leadership Teams Best Product Design Team Best Operations Team Best Marketing Team Best HR Team Best Engineering Team,0.23386874794960022,0.521211564540863
82,"For 2021, Chegg has been voted one of Fortunes Best:",-0.030458837747573853,0.5014787316322327
83,Small and Medium Workplaces for Millennials Small and Medium Workplaces for Technology Small and Medium Workplaces for in the Bay Area,0.26424020528793335,0.5535002946853638
84,Act Responsibly Help Learners Give Back Govern Effectively Focus on People Operate Sustainably,0.1779615581035614,0.5461886525154114
85,"We are transforming the way millions of students learn. Our work today will help improve and shape education for future generations and we're just getting started. Part of what drives our employee satisfaction is Chegg's commitment to our values, including having integrity through transparent, candid and authentic communication; dreaming big and innovation; and teamwork, constantly adding to the energy and making others around you better.",0.2649432420730591,0.5402721762657166
89,"(1) Results reflect a global employee engagement survey conducted by Culture Amp in September 2020. Respondent base (n1,208) among approximately 1,243 invites. Survey responses are not a guarantee of any particular results as individual experiences may vary.",0.36308103799819946,0.5484570860862732
90,94% of employees said Chegg really allows them to make a positive difference in the lives of students,0.2409793883562088,0.5465190410614014
98,"We strive to make a meaningful and positive contribution to the countries and communities in which we operate. Through policy advocacy, support of the political process, collaborations with business coalitions and contributions to the education ecosystem, we aim to support public policy that is in the interests of global learners, our business, our employees, and other stakeholders.",0.3817538619041443,0.5473036170005798
99,"Rising Higher Ed tuition has threatened affordability and access, leaving many students with onerous debt or unable to afford college altogether.",0.18224945664405823,0.513387143611908
102,Demand for trained workers continues to increase but displaced workers need more affordable and shorter pathways from education to employment.,0.29326140880584717,0.57326740026474
103,"Amid the pandemic, workers with a high school degree or less have been displaced at nearly 3x the rate as those with a bachelors degree",0.1324189007282257,0.5319421887397766
104,Invest in workforce programs providing access to relevant skills training Support workforce programs developed in partnership with employers Trade Associations : Chegg is a member of TechNet and Silicon Valley Leadership Group Lobbying: Cheggs lobbying activity can be accessed via the disclosure websites for the U.S. House of Representatives and the U.S. Senate,0.16010597348213196,0.519837498664856
106,"Students are more diverse in age, race, and income than previous generations. Embracing technology can expand access and better serve the modern learner.",0.4100957214832306,0.5685039758682251
107,"20% of Cheggs users family incomes are 20k, 55 are minorities, 46 are working",0.19989925622940063,0.5403420329093933
108,Support access to technology and quality broadband for online course delivery Improve digital literacy among faculty Develop models of support that address student needs beyond tuition,0.2992694675922394,0.5289273262023926
109,"Students and their families lack reliable, timely, and accurate information to make informed decisions about costs, outcomes, and value of a college education.",0.16278928518295288,0.5041081309318542
110,Only 63% of U.S. high school graduates enroll in college,0.10593947768211365,0.5009601712226868
111,Support better data transparency in postsecondary education,0.29215526580810547,0.5001830458641052
112,"Chegg helps learners succeed by providing the type of help they need, when they need it, in the format they want to receive it. We focus on putting the student first and we believe we set the standard in how to support the modern learner. The challenges of the last few years have had a dramatic impact on all of us, particularly students, and Chegg is investing to be there with them on their entire journey.",0.0964084267616272,0.5254837274551392
113,We strive to improve the overall return on investment in education by helping students learn more in less time and at a lower cost. We are extremely proud of our positive impact on learner outcomes.,0.25013676285743713,0.5576663613319397
115,Say that Chegg helps them better understand the concepts they are studying in school. And 92 also say Chegg helps them learn their coursework.,0.01715020462870598,0.5003085136413574
116,Say that they work more efficiently when they use Chegg to understand their coursework.,-0.004958666395395994,0.5102349519729614
117,Say they get better grades when they use Chegg to understand coursework.,-0.03462304174900055,0.5101572275161743
118,Say that Chegg helps them figure it out if they get stuck or have a question when their instructor is not available,0.05469843000173569,0.5251450538635254
119,"Serving Diverse Learners: Learners are evolving and so is Chegg. The modern learner looks very different than they once did. They are older, many have families, they are juggling work and school at the same time, so it comes as no surprise that they need more flexibility when it comes to their learning.",0.2231896072626114,0.5570482611656189
120,"More Help, Less Cost: The rising cost of education is an increasing impediment for aspiring learners all over the world. We focus on improving the ROI on education by helping students learn more in less time at a lower cost.",0.0949549600481987,0.5245577692985535
121,"Pathway agnostic : We have tailored our efforts to reach learners on different paths, including more at online schools and community colleges. Beyond core academics, we also serve professional learners seeking to add or enhance valuable skills, and we offer language learning through Busuu.",0.17595204710960388,0.5367412567138672
122,"Students have needs beyond traditional academic and skills support. The challenges of the last few years have both heightened the desire for more holistic help and highlighted the lack of trusted resources. We launched Chegg Life to support more of our students needs, and our initial areas of focus will be personal finance, soft skills, and mental health wellness.",0.19581818580627441,0.5172559022903442
124,60% say they need help managing stress and mental health,0.1654207706451416,0.5045186877250671
126,63% say they need help staying motivated to pursue goals,0.22370842099189758,0.5360245704650879
127,60% say they need help figuring out how to pay for their education,0.1825089156627655,0.5313934087753296
130,"Chegg Life offers free resources our audience can trust such as articles, videos, newsletters, how tos:",0.130598247051239,0.5226477384567261
132,27% first generation in college 20% family income of 20k 55% minorities 62% female 23% 25yrs old 11% working full time 35% working part time,0.2667912542819977,0.5483072400093079
133,Act Responsibly Help Learners Give Back Govern Effectively Focus on People Operate Sustainably,0.1779615581035614,0.5461886525154114
134,"Chegg strives to make the planet a better place. To do our part, we are focused on sustainable operations, and we are committed to finding ways to help reduce our environmental impact. We know that we owe it to our customers, employees, and society to use environmentally sound practices and to find ways to limit our contribution to global climate change.",0.15035638213157654,0.5129532217979431
135,In order to protect the environment and contribute to a more sustainable future we commit to:,0.1807660162448883,0.5076459050178528
136,Create environmental awareness with our employees Consider feedback from stakeholders to align on environmental priorities Engage with our partners and suppliers on environmental performance when appropriate Seek to make choices that help reduce our emissions and environmental impact over time Monitor and publicly disclose our Scope 1 and 2 carbon emissions Enhance and maintain the sustainability of our workplace,0.30450931191444397,0.5421852469444275
140,"In 2020 and 2021 respectively, 4 and 17 of our calculated emissions associated with refrigerant leakage, 8 and 2 of our calculated emissions associated with heating, and 18 and 4 of our calculated emissions associated with electricity were estimated based on benchmark data because some of the actual facility based data was unavailable. Due to rounding, our total comprehensive carbon footprint is not always the sum of the subtotals disclosed. tCO2e metric tons of carbon dioxide equivalent",0.10947804152965546,0.5013213753700256
142,Act Responsibly Help Learners Give Back Govern Effectively Focus on People Operate Sustainably,0.1779615581035614,0.5461886525154114
143,Chegg and Chegg.org address issues facing the modern learner. We support organizations whose initiatives benefit learners globally and our communities.,0.17083708941936493,0.5137148499488831
144,"During Pride Month in June, CheggPride hosted leadership from Rainbow Railroad for an AMA with employees, including employee matching donation campaign and donation in partnership with Chegg.org",0.1750997006893158,0.5370593070983887
145,"CheggHER and Chegg.org partnered to give 100,000 to the International Rescue Committee to support their Education in Emergencies program to provide safe spaces for children to continue their education and receive essential services provided by schools.",0.045647017657756805,0.5032199025154114
146,"Chegg.org at times works through our Impact Fund, which is run though the Tides Foundation",0.016788071021437645,0.5051154494285583
149,Act Responsibly Help Learners Give Back Govern Effectively Focus on People Operate Sustainably,0.1779615581035614,0.5461886525154114
151,"As a part of the director nomination process, the Governance and Sustainability Committee considers a variety of experiences, qualifications, attributes, and skills for our potential directors, including those outlined below. For each of the following categories, at least 40 of our current directors have direct experience or expertise:",0.16392502188682556,0.5177145004272461
152,See our Director Experience and Qualification Summary Matrix and our 2022 Proxy for more details on our directors.,0.07249094545841217,0.5129712820053101
153,Act Responsibly Help Learners Give Back Govern Effectively Focus on People Operate Sustainably,0.1779615581035614,0.5461886525154114
155,"9 of 10 directors are independent, and our audit and compensation committees are made up independent directors Cheggs board is diverse. 50 of directors are women and 20 are from underrepresented ethnic groups Director details including tenure, age, gender, ethnicity can be found in the ESG Disclosures section of this report and in our 2022 Proxy Our board maintains oversight of material ESG issues , includingbut not limited tocybersecurity and Diversity, Equity, and Inclusion We believe our executive pay practices are well aligned with shareholder interests, including long term incentive compensation tied to financial targets Board members are not permitted to serve on more than four public company boards , including Chegg Annual performance evaluations for the board and committee performance facilitated by the Governance and Sustainability Committee and outside counsel Orientation and continuing education assists directors in developing and enhancing the skills and knowledge required for their service on the Board and assigned committees Executive Officers are required to hold equity equal to a multiple of base salary (CEO: 3x, others: 1x) Guidelines for employee political activities are outlined in our Code of Conduct",0.13293218612670898,0.5173271298408508
158,"The U.N. Sustainable Development Goals (SDGs) are an urgent call for action. Ending poverty and other deprivations must go hand in hand with strategies that improve health and education, reduce inequality, and spur economic growth all while tackling climate change and working to preserve our oceans and forests.",0.14510038495063782,0.5085868835449219
159,"Cheggs mission of helping every student achieve their best, in school and beyond is naturally aligned with many of these goals. Our products and services strive to improve the overall return on investment in education by helping students learn more in less time and at a lower cost. We believe our business activities have the greatest influence on the following SDGs: Quality Education (4), Decent Work and Economic Growth (8), Reduced Inequalities (10), and Good Health and Well Being (3). In addition, Chegg.org, the impact, advocacy, and research arm of Chegg, addresses additional SDGs through its philanthropy and community work, including 2 Zero Hunger.",0.1376550793647766,0.5129820704460144
163,"Number of Employees GRI 102 7 1,736 1,941 1,401 2021 10 K 2020 10 K 2019 10 K Percentage of Employees that are foreign nationals",0.16805268824100494,0.5152695775032043
166,Employee Resource Groups Employee Training ESPP Open to all eligible employees that work 20 hours or more per week and 5 months out of the year,0.20236437022686005,0.5494325757026672
167,"Pay Equity Chegg performs a yearly comprehensive analysis. When we identify differences in pay, we evaluate and take action whenever it is needed.",0.20168834924697876,0.5485910177230835
170,"TC IM 330a.1 TC SI 330a.1 GRI 102 7 TC IM 330a.1 TC SI 330a.1 GRI 102 7 Self directed groups that celebrate different cultural events, bring in outside speakers and experts, and provide a vital sense of community 10 6 49 42 2021 10 K 2020 10 K Employee Resource Groups Training Programs ESPP Pay Equity",0.1490687131881714,0.5140067934989929
171,Global Female Global Male 57 58 U.S. Female 50 50 U.S. Male 50 50 Israel Female 34 34 Israel Male 66 66 India Female 36 37 India Male 64 63 Global Director Above Female 40 37 Global Director Above Male 60 63 Global Manager Above Female 42 37 Global Manager Above Male 58 63 U.S. Director Above Female 42 40 U.S. Director Above Male 58 60 U.S. Manager Above Female 49 44 U.S. Manager Above Male 51 56 Global Technical Staff Female 26 26 Global Technical Staff Male 73 73,0.17797011137008667,0.5125745534896851
172,Global Turnover Global Voluntary Turnover 20 5 21 Global Involuntary Turnover 6 2 3 Global Male Turnover 25 7 25 Global Female Turnover 26 6 22,0.17049813270568848,0.5017381310462952
173,"(1) As of 11 30 20 for 2020 data, as of 12 31 21 for 2021 data. Data excludes part time on demand educators with no fixed schedules or hours. Manager above data excludes Program Managers. May not add to 100 due to rounding and employees choosing not to disclose. Technical Staff includes Analytics BI, Engineering, IT, and UX (excluding UX Research).",0.21189025044441223,0.500152587890625
174,GRI 401 1 GRI 405 1 26 7 24 43 42 Diversity Snapshot Employee Retention,0.2801632285118103,0.5298574566841125
175,U.S.: AA Black U.S.: Asian 36 31 U.S.: Hispanic Latinx 6 6 U.S.: Native Hawaiian PI 1 1 U.S.: Two Other 3 4 U.S.: White 45 49 U.S. Director Above: AA Black 3 2 U.S. Director Above: Asian 30 31 U.S. Director Above: Latinx 5 2 U.S. Director Above: Two Other 2 1 U.S. Director Above: White 60 64 U.S. Manager Above: AA Black 3 3 U.S. Manager Above: Asian 36 34 U.S. Manager Above: Latinx 6 5 U.S. Manager Above: Two Other 2 1 U.S. Manager Above: White 49 56 U.S. Technical Staff: AA Black 3 3 U.S. Technical Staff: Asian 48 47 U.S. Technical Staff: Hispanic 5 5 U.S. Technical Staff: Two Other 1 1 U.S. Technical Staff: Native HI PI 1 1 U.S. Technical Staff: White 38 38,0.19500227272510529,0.5234214067459106
176,"(1) As of 11 30 20 for 2020 data, as of 12 31 21 for 2021 data. Data excludes part time on demand educators with no fixed schedules or hours. Manager above data excludes Program Managers. May not add to 100 due to rounding and employees choosing not to disclose. Technical Staff includes Analytics BI, Engineering, IT, and UX (excluding UX Research).",0.21189025044441223,0.500152587890625
177,GRI 405 1 66 Diversity Snapshot,0.23206362128257751,0.5232356786727905
178,"Are your company's goals clear, and are you invested in them?",0.16820190846920013,0.53140789270401
179,Are you satisfied with your work life balance? Yes 88 Does your manager seem to care about you as a person? Yes 93 Do you look forward to interacting with your coworkers? Yes 98 Are you typically excited about going to work each day? Yes 87 Do you approve of the job your executive team is doing at your company? Yes 93 Are you proud to be a part of your company? Yes 97 How confident are you about the future success of your company? Avg 89 100,0.1811884045600891,0.5241963863372803
180,"(1) Results reflect responses from Employee Engagement survey conducted by Comparably. 543 employees participated, out of approximately 1,700 global employees invited to participate. Survey conducted over the period 11 30 20 to 3 18 22.",0.20782409608364105,0.5080158114433289
183,Students say that Chegg helps them better understand the concepts they are studying in school 92 92 Students say that Chegg helps them actually learn their coursework 92 92 Students say that they get better grades when they use Chegg to understand their coursework 94 94 Students say that Chegg helps them figure out if they get stuck or have a question when their instructor is not available 94 96 Students say that they work more efficiently when they use Chegg to understand their coursework 93 95,0.03843628987669945,0.5008125305175781
193,"Corporate Giving Research Advocacy Community Engagement GRI 302 1 8,355 GJ 8,599 GJ 1.4M 1.2M 2021 Giving Chegg.org seeks to address the issues facing the modern learner We empower and encourage employees to make a positive contribution to their communities Research Advocacy Chegg.org Community Partnerships Climate Action",0.1941443234682083,0.5293692946434021
194,"(1) In 2020 and 2021 respectively, 4 and 17 of our calculated emissions associated with refrigerant leakage, 8 and 2 of our calculated emissions associated with heating, and 18 and 4 of our calculated emissions associated with electricity were estimated based on benchmark data because some of the actual facility based data was unavailable. Due to rounding, our total comprehensive carbon footprint is not always the sum of the subtotals disclosed. tCO2e metric tons of carbon dioxide equivalent",0.10936503112316132,0.5023034811019897
197,Please see our Policies and ESG Resources page on our Investor website for more information,0.14599674940109253,0.5142592787742615
